County,State,Pov_Num_All,Pov_Pct_All,Median_Income,Crime_Rate_per_100000,Murder,Rape,Robbery,Aggravated_Assault,Burglary,Larceny,Vehicle_Theft,Arson,Population,Mean_Rent,Median_Rent
Vigo County,IN,20027.0,20.4,39635.0,229.012568,6.0,38.0,90.0,114.0,1350.0,3560.0,351.0,54.0,108291.0,656.0,625.0
Wabash County,IN,3625.0,12.0,48223.0,12.36170344,0.0,3.0,0.0,1.0,16.0,129.0,0.0,0.0,32358.0,608.0,595.0
Warren County,IN,831.0,10.2,57768.0,47.53416518,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,8415.0,550.0,566.0
Warrick County,IN,4546.0,7.5,66461.0,265.360612,0.0,12.0,6.0,144.0,126.0,771.0,39.0,7.0,61049.0,756.0,633.0
Washington County,IN,3955.0,14.4,43498.0,34.61405331,0.0,2.0,2.0,3.0,20.0,93.0,13.0,0.0,20223.0,875.0,876.0
Wayne County,IN,11556.0,18.0,41849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20539.0,526.0,509.0
Wells County,IN,2594.0,9.5,55987.0,25.16718199,0.0,2.0,0.0,5.0,118.0,461.0,12.0,0.0,27814.0,0.0,0.0
White County,IN,2610.0,10.9,50370.0,171.6668029,3.0,1.0,6.0,32.0,36.0,218.0,24.0,2.0,24466.0,621.0,611.0
Whitley County,IN,2598.0,7.9,56142.0,42.04961855,0.0,2.0,1.0,11.0,27.0,163.0,11.0,0.0,33294.0,703.0,681.0
Adair County,IA,839.0,11.9,51531.0,66.91648822,0.0,0.0,0.0,5.0,28.0,39.0,5.0,1.0,7472.0,789.0,825.0
Adams County,IA,468.0,12.5,48162.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,2360.0,772.0,690.0
Allamakee County,IA,1465.0,10.8,47756.0,84.69193309,0.0,1.0,1.0,10.0,25.0,97.0,6.0,1.0,14169.0,530.0,509.0
Appanoose County,IA,2037.0,16.5,41018.0,330.9171131,0.0,6.0,0.0,36.0,141.0,218.0,23.0,11.0,12692.0,0.0,0.0
Audubon County,IA,578.0,10.3,50948.0,68.10829218,0.0,0.0,0.0,4.0,7.0,15.0,1.0,0.0,5873.0,857.0,856.0
Benton County,IA,2102.0,8.3,65127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8571.0,1039.0,1071.0
Black Hawk County,IA,18161.0,14.2,50335.0,430.0393826,5.0,93.0,75.0,397.0,1061.0,2418.0,140.0,28.0,132546.0,518.0,537.0
Boone County,IA,2298.0,8.8,58010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5388.0,530.0,550.0
Bremer County,IA,1791.0,7.8,65295.0,194.9317739,2.0,3.0,1.0,42.0,51.0,142.0,4.0,0.0,24624.0,613.0,527.0
Buchanan County,IA,2135.0,10.3,55848.0,38.13882532,0.0,0.0,1.0,7.0,17.0,106.0,8.0,1.0,20976.0,808.0,757.0
Buena Vista County,IA,2645.0,13.7,51991.0,296.5916274,0.0,3.0,0.0,58.0,90.0,217.0,13.0,5.0,20567.0,684.0,503.0
Butler County,IA,1340.0,9.2,54947.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,3.0,0.0,15021.0,791.0,816.0
Calhoun County,IA,1138.0,12.5,49206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5059.0,992.0,1030.0
Carroll County,IA,1739.0,8.7,58575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10385.0,540.0,549.0
Cass County,IA,1823.0,13.9,45915.0,51.99802408,0.0,7.0,5.0,8.0,224.0,986.0,56.0,2.0,38463.0,673.0,643.0
Cedar County,IA,1317.0,7.3,60120.0,45.91895305,0.0,0.0,0.0,4.0,1.0,33.0,0.0,0.0,8711.0,552.0,492.0
Cerro Gordo County,IA,5155.0,12.3,50208.0,114.7446931,2.0,8.0,3.0,37.0,433.0,1200.0,65.0,6.0,43575.0,669.0,691.0
Cherokee County,IA,1149.0,10.3,52879.0,91.51244303,3.0,35.0,32.0,136.0,774.0,2189.0,168.0,1.0,225106.0,0.0,0.0
Chickasaw County,IA,1015.0,8.5,57559.0,64.92979466,1.0,1.0,0.0,6.0,28.0,45.0,3.0,0.0,12321.0,542.0,539.0
Clarke County,IA,1074.0,11.8,49424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16415.0,695.0,441.0
Clay County,IA,1878.0,11.6,52584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6392.0,605.0,566.0
Clayton County,IA,1951.0,11.2,48598.0,78.77116975,0.0,1.0,0.0,13.0,18.0,37.0,3.0,2.0,17773.0,0.0,0.0
Clinton County,IA,6263.0,13.4,52945.0,19.71220185,0.0,1.0,0.0,1.0,8.0,10.0,6.0,0.0,10146.0,502.0,537.0
Crawford County,IA,2539.0,15.1,51834.0,12.19735317,0.0,0.0,0.0,2.0,19.0,168.0,5.0,0.0,16397.0,486.0,475.0
Dallas County,IA,4202.0,5.3,81381.0,144.6925952,1.0,7.0,3.0,97.0,193.0,841.0,43.0,6.0,74641.0,1155.0,1084.0
Davis County,IA,1098.0,12.7,49851.0,68.25162098,0.0,0.0,0.0,6.0,8.0,10.0,1.0,0.0,8791.0,1076.0,944.0
Decatur County,IA,1618.0,21.7,39424.0,12.29105211,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,8136.0,586.0,578.0
Delaware County,IA,1743.0,10.2,59260.0,75.14366496,2.0,32.0,59.0,45.0,797.0,2334.0,100.0,23.0,184979.0,771.0,761.0
Des Moines County,IA,5784.0,14.7,50125.0,506.4229249,3.0,5.0,20.0,177.0,339.0,1060.0,62.0,14.0,40480.0,675.0,556.0
Dickinson County,IA,1459.0,8.6,56869.0,38.31711242,0.0,8.0,0.0,2.0,12.0,51.0,3.0,1.0,26098.0,782.0,781.0
Dubuque County,IA,11226.0,12.0,57862.0,161.9695497,2.0,23.0,23.0,107.0,748.0,1282.0,74.0,34.0,95697.0,792.0,787.0
Emmet County,IA,1285.0,13.8,46092.0,126.7350634,0.0,21.0,0.0,21.0,78.0,414.0,10.0,1.0,33140.0,1147.0,1143.0
Fayette County,IA,2497.0,12.9,47615.0,4.190939189,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,23861.0,497.0,457.0
Floyd County,IA,2271.0,14.5,49111.0,41.31377815,1.0,3.0,4.0,8.0,61.0,135.0,16.0,1.0,38728.0,652.0,660.0
Franklin County,IA,1203.0,11.9,52975.0,32.41491086,1.0,0.0,0.0,0.0,6.0,11.0,0.0,0.0,3085.0,719.0,751.0
Fremont County,IA,819.0,12.1,55421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7080.0,683.0,634.0
Greene County,IA,986.0,11.1,51002.0,21.06149958,0.0,0.0,0.0,3.0,10.0,11.0,6.0,0.0,14244.0,590.0,510.0
Grundy County,IA,771.0,6.3,62423.0,64.96670456,0.0,0.0,0.0,8.0,13.0,57.0,3.0,1.0,12314.0,637.0,625.0
Guthrie County,IA,1099.0,10.4,54719.0,74.85730327,0.0,2.0,0.0,6.0,17.0,29.0,6.0,0.0,10687.0,648.0,668.0
Hamilton County,IA,1647.0,11.0,54042.0,0.0,0.0,0.0,0.0,0.0,28.0,16.0,0.0,0.0,8368.0,674.0,603.0
Hancock County,IA,1000.0,9.2,56746.0,10.74229241,0.0,1.0,0.0,1.0,57.0,175.0,5.0,0.0,18618.0,455.0,490.0
Hardin County,IA,1584.0,9.6,50947.0,56.88821466,0.0,4.0,6.0,8.0,268.0,550.0,11.0,5.0,31641.0,804.0,784.0
Harrison County,IA,1385.0,9.9,57244.0,55.43621371,0.0,0.0,0.0,8.0,33.0,115.0,15.0,1.0,14431.0,861.0,814.0
Henry County,IA,2229.0,12.0,50241.0,25.89834898,0.0,1.0,0.0,2.0,24.0,47.0,2.0,0.0,15445.0,375.0,374.0
Howard County,IA,1010.0,11.0,50602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6355.0,797.0,774.0
Humboldt County,IA,1011.0,10.8,52702.0,30.96614368,0.0,0.0,1.0,2.0,25.0,49.0,11.0,0.0,9688.0,762.0,798.0
Ida County,IA,728.0,10.6,53804.0,126.0327685,0.0,2.0,0.0,7.0,39.0,50.0,1.0,1.0,7141.0,611.0,440.0
Iowa County,IA,1113.0,6.9,63185.0,146.9687691,0.0,1.0,1.0,22.0,40.0,122.0,11.0,1.0,16330.0,532.0,532.0
Jackson County,IA,2481.0,12.9,49956.0,22.34304014,0.0,1.0,0.0,1.0,29.0,28.0,7.0,0.0,13427.0,574.0,573.0
Jasper County,IA,3266.0,9.3,53765.0,6.071645416,0.0,0.0,0.0,1.0,3.0,6.0,2.0,0.0,16470.0,548.0,533.0
Jefferson County,IA,2442.0,15.3,43495.0,0.0,0.0,0.0,0.0,0.0,15.0,31.0,2.0,0.0,7560.0,1346.0,1359.0
Johnson County,IA,24908.0,18.3,57706.0,58.32037325,0.0,0.0,0.0,3.0,1.0,20.0,2.0,0.0,5144.0,1216.0,1338.0
Jones County,IA,2120.0,11.1,55789.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,525.0,474.0
Keokuk County,IA,1211.0,12.1,50054.0,48.40739665,0.0,0.0,0.0,5.0,7.0,7.0,0.0,2.0,10329.0,0.0,0.0
Kossuth County,IA,1722.0,11.6,52433.0,84.8508583,0.0,1.0,0.0,12.0,53.0,57.0,4.0,0.0,15321.0,923.0,945.0
Lee County,IA,5358.0,15.9,45428.0,63.27630654,0.0,3.0,7.0,44.0,299.0,464.0,31.0,20.0,85340.0,549.0,520.0
Linn County,IA,23524.0,11.0,58142.0,117.8798468,0.0,25.0,42.0,73.0,708.0,2822.0,211.0,18.0,118765.0,555.0,364.0
Louisa County,IA,1188.0,10.8,53197.0,120.7836206,1.0,7.0,2.0,31.0,83.0,375.0,28.0,6.0,33945.0,911.0,890.0
Lucas County,IA,1259.0,14.7,46933.0,331.5801509,0.0,3.0,1.0,25.0,59.0,146.0,25.0,4.0,8746.0,869.0,787.0
Lyon County,IA,859.0,7.4,64057.0,35.49875754,0.0,1.0,0.0,2.0,18.0,67.0,3.0,0.0,8451.0,772.0,836.0
Madison County,IA,1270.0,8.2,65294.0,38.83997929,0.0,1.0,0.0,5.0,45.0,85.0,5.0,0.0,15448.0,763.0,777.0
Mahaska County,IA,3115.0,14.4,50335.0,196.2796092,0.0,4.0,1.0,39.0,121.0,218.0,11.0,4.0,22417.0,440.0,319.0
Marion County,IA,2940.0,9.2,57411.0,40.91987888,0.0,0.0,0.0,5.0,35.0,56.0,8.0,0.0,12219.0,620.0,568.0
Marshall County,IA,4424.0,11.3,53980.0,31.83023873,0.0,2.0,0.0,1.0,3.0,7.0,1.0,0.0,9425.0,778.0,832.0
Mills County,IA,1470.0,10.3,62507.0,20.37905034,0.0,0.0,0.0,1.0,14.0,28.0,1.0,1.0,4907.0,574.0,557.0
Mitchell County,IA,987.0,9.3,61352.0,13.0480167,0.0,0.0,2.0,0.0,8.0,57.0,6.0,0.0,15328.0,914.0,801.0
Monona County,IA,1155.0,13.2,43991.0,153.4919417,0.0,3.0,2.0,9.0,24.0,87.0,8.0,1.0,9121.0,781.0,778.0
Monroe County,IA,943.0,12.1,48181.0,27.42543709,0.0,2.0,0.0,2.0,42.0,57.0,0.0,1.0,14585.0,563.0,615.0
Montgomery County,IA,1339.0,13.4,43210.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,1.0,9226.0,902.0,923.0
Muscatine County,IA,4871.0,11.5,53401.0,469.2314875,0.0,40.0,7.0,154.0,259.0,728.0,41.0,12.0,42836.0,671.0,591.0
O'Brien County,IA,1258.0,9.2,53907.0,71.20478496,0.0,0.0,0.0,10.0,55.0,70.0,6.0,1.0,14044.0,623.0,538.0
Osceola County,IA,577.0,9.6,54415.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,2.0,0.0,6211.0,766.0,586.0
Page County,IA,2211.0,15.7,46870.0,125.9392973,2.0,6.0,7.0,15.0,112.0,329.0,11.0,11.0,23821.0,748.0,757.0
Palo Alto County,IA,1013.0,11.6,48992.0,174.1970604,0.0,1.0,0.0,15.0,53.0,39.0,7.0,2.0,9185.0,638.0,533.0
Plymouth County,IA,2034.0,8.3,61929.0,52.0895941,2.0,3.0,0.0,8.0,52.0,173.0,13.0,4.0,24957.0,904.0,800.0
Pocahontas County,IA,898.0,13.1,47872.0,167.7383282,0.0,4.0,0.0,8.0,23.0,50.0,1.0,0.0,7154.0,0.0,0.0
Polk County,IA,54557.0,11.9,60436.0,0.0,0.0,0.0,0.0,0.0,11.0,28.0,1.0,2.0,5275.0,794.0,712.0
Pottawattamie County,IA,12293.0,13.5,52927.0,873.5225606,1.0,79.0,83.0,647.0,1166.0,3283.0,567.0,55.0,92728.0,690.0,654.0
Poweshiek County,IA,1840.0,10.9,52861.0,225.7943121,0.0,6.0,2.0,34.0,74.0,144.0,18.0,6.0,18601.0,545.0,549.0
Ringgold County,IA,685.0,14.1,45870.0,59.14826498,0.0,0.0,0.0,3.0,3.0,7.0,0.0,0.0,5072.0,525.0,524.0
Sac County,IA,1064.0,10.9,52506.0,109.224506,0.0,3.0,2.0,6.0,25.0,32.0,9.0,0.0,10071.0,520.0,483.0
Scott County,IA,20823.0,12.4,58160.0,0.0,0.0,0.0,0.0,0.0,9.0,25.0,0.0,1.0,5222.0,609.0,558.0
Shelby County,IA,1069.0,9.2,54614.0,8.360504975,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,11961.0,414.0,414.0
Sioux County,IA,2463.0,7.6,62875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1313.0,679.0,522.0
Story County,IA,15717.0,18.6,51706.0,142.847867,0.0,46.0,8.0,78.0,449.0,1539.0,49.0,11.0,92406.0,770.0,660.0
Tama County,IA,1904.0,11.2,59226.0,324.3058716,0.0,2.0,0.0,55.0,45.0,63.0,9.0,17.0,17576.0,714.0,680.0
Taylor County,IA,900.0,14.7,46466.0,16.23113131,0.0,0.0,0.0,1.0,4.0,15.0,0.0,0.0,6161.0,473.0,348.0
Union County,IA,1727.0,14.3,45010.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7277.0,516.0,546.0
Van Buren County,IA,1154.0,15.8,43653.0,201.7213556,0.0,0.0,0.0,15.0,23.0,32.0,6.0,1.0,7436.0,613.0,564.0
Wapello County,IA,5472.0,16.0,44738.0,228.8717471,2.0,8.0,17.0,54.0,327.0,723.0,56.0,20.0,35391.0,645.0,699.0
Warren County,IA,3641.0,7.8,67728.0,47.53416518,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,8415.0,550.0,566.0
Washington County,IA,2378.0,10.9,55283.0,34.61405331,0.0,2.0,2.0,3.0,20.0,93.0,13.0,0.0,20223.0,875.0,876.0
Wayne County,IA,1030.0,16.4,44381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20539.0,526.0,509.0
Webster County,IA,5020.0,14.6,44922.0,27.11496746,0.0,0.0,0.0,1.0,9.0,22.0,3.0,0.0,3688.0,0.0,0.0
Winnebago County,IA,1103.0,10.8,48408.0,75.80064431,0.0,1.0,1.0,6.0,13.0,32.0,1.0,1.0,10554.0,608.0,621.0
Winneshiek County,IA,1751.0,9.5,59096.0,28.57959417,0.0,3.0,0.0,3.0,9.0,90.0,1.0,0.0,20994.0,476.0,360.0
Woodbury County,IA,13957.0,14.0,50774.0,305.4929991,3.0,36.0,46.0,227.0,709.0,2830.0,222.0,20.0,102130.0,523.0,509.0
Worth County,IA,809.0,10.9,50761.0,95.6937799,0.0,1.0,0.0,1.0,15.0,22.0,3.0,0.0,2090.0,276.0,233.0
Wright County,IA,1587.0,12.6,49882.0,63.04973924,0.0,12.0,8.0,61.0,233.0,2016.0,82.0,10.0,128470.0,552.0,533.0
Allen County,KS,2318.0,18.9,41604.0,39.387524,0.0,3.0,3.0,3.0,75.0,77.0,12.0,1.0,20311.0,929.0,852.0
Anderson County,KS,1076.0,14.0,47267.0,55.01811013,0.0,3.0,3.0,6.0,57.0,97.0,13.0,1.0,21811.0,470.0,473.0
Atchison County,KS,2525.0,16.6,46110.0,165.1679207,0.0,1.0,0.0,8.0,15.0,33.0,1.0,1.0,5449.0,550.0,467.0
Barber County,KS,528.0,11.1,54176.0,282.9997979,0.0,1.0,0.0,13.0,15.0,68.0,13.0,2.0,4947.0,1048.0,1103.0
Barton County,KS,3804.0,14.4,50558.0,219.9592668,1.0,7.0,0.0,19.0,84.0,191.0,17.0,5.0,12275.0,638.0,569.0
Bourbon County,KS,2588.0,18.2,39609.0,115.0115012,1.0,5.0,5.0,12.0,137.0,280.0,25.0,3.0,19998.0,550.0,613.0
Brown County,KS,1440.0,14.9,46884.0,0.0,0.0,0.0,0.0,0.0,11.0,25.0,3.0,0.0,2926.0,666.0,706.0
Butler County,KS,6841.0,10.6,61473.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,3.0,0.0,15021.0,791.0,816.0
Chase County,KS,321.0,12.7,48911.0,100.0,0.0,1.0,0.0,3.0,5.0,29.0,1.0,0.0,4000.0,804.0,914.0
Chautauqua County,KS,557.0,16.8,42324.0,140.7657658,0.0,0.0,0.0,4.0,19.0,29.0,2.0,1.0,3552.0,618.0,620.0
Cherokee County,KS,3648.0,18.0,39842.0,91.51244303,3.0,35.0,32.0,136.0,774.0,2189.0,168.0,1.0,225106.0,0.0,0.0
Cheyenne County,KS,321.0,12.3,44111.0,89.18838569,2.0,0.0,0.0,7.0,16.0,84.0,3.0,0.0,10091.0,623.0,586.0
Clark County,KS,243.0,12.0,50392.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,867.0,531.0,499.0
Clay County,KS,910.0,11.1,51351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6392.0,605.0,566.0
Coffey County,KS,813.0,9.9,57160.0,202.0922492,0.0,0.0,0.0,17.0,20.0,68.0,4.0,0.0,8412.0,661.0,625.0
Comanche County,KS,201.0,11.4,43809.0,176.1726492,0.0,2.0,1.0,21.0,75.0,205.0,10.0,1.0,13623.0,687.0,515.0
Cowley County,KS,5159.0,15.3,47851.0,425.3673627,0.0,18.0,4.0,132.0,259.0,820.0,63.0,8.0,36204.0,616.0,635.0
Crawford County,KS,7129.0,19.1,38139.0,12.19735317,0.0,0.0,0.0,2.0,19.0,168.0,5.0,0.0,16397.0,486.0,475.0
Decatur County,KS,349.0,12.3,43919.0,12.29105211,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,8136.0,586.0,578.0
Dickinson County,KS,2302.0,12.2,47570.0,38.31711242,0.0,8.0,0.0,2.0,12.0,51.0,3.0,1.0,26098.0,782.0,781.0
Doniphan County,KS,968.0,13.2,47000.0,318.4307732,0.0,2.0,0.0,23.0,46.0,56.0,13.0,2.0,7851.0,595.0,525.0
Douglas County,KS,21273.0,19.4,52447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3023.0,378.0,235.0
Edwards County,KS,311.0,10.6,46380.0,33.95585739,0.0,0.0,0.0,1.0,12.0,19.0,0.0,0.0,2945.0,513.0,498.0
Elk County,KS,451.0,17.6,39147.0,0.0,0.0,0.0,0.0,0.0,5.0,25.0,4.0,1.0,2655.0,527.0,510.0
Ellis County,KS,3361.0,12.0,49192.0,119.9040767,0.0,0.0,0.0,5.0,10.0,26.0,4.0,0.0,4170.0,2749.0,2749.0
Ford County,KS,4471.0,13.2,47915.0,318.1029497,0.0,11.0,1.0,32.0,64.0,122.0,3.0,0.0,13832.0,625.0,624.0
Franklin County,KS,2922.0,11.7,51484.0,32.41491086,1.0,0.0,0.0,0.0,6.0,11.0,0.0,0.0,3085.0,719.0,751.0
Gove County,KS,255.0,9.9,46580.0,108.3423619,1.0,0.0,0.0,2.0,8.0,11.0,1.0,0.0,2769.0,667.0,584.0
Graham County,KS,313.0,12.2,45018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8736.0,465.0,471.0
Grant County,KS,781.0,10.2,59218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7281.0,662.0,627.0
Gray County,KS,500.0,8.3,64284.0,99.85022466,0.0,1.0,0.0,5.0,26.0,24.0,3.0,0.0,6009.0,718.0,690.0
Greeley County,KS,149.0,11.4,44667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2494.0,591.0,480.0
Greenwood County,KS,967.0,15.8,41168.0,155.6662516,1.0,1.0,0.0,8.0,31.0,41.0,1.0,0.0,6424.0,0.0,0.0
Hamilton County,KS,323.0,13.1,50056.0,0.0,0.0,0.0,0.0,0.0,28.0,16.0,0.0,0.0,8368.0,674.0,603.0
Harper County,KS,775.0,13.7,46869.0,0.0,0.0,0.0,0.0,0.0,16.0,7.0,3.0,0.0,3813.0,0.0,0.0
Harvey County,KS,3156.0,9.4,55470.0,391.4682939,0.0,17.0,5.0,114.0,236.0,658.0,37.0,3.0,34741.0,863.0,842.0
Haskell County,KS,450.0,11.2,59356.0,187.2340426,0.0,0.0,0.0,11.0,30.0,46.0,4.0,0.0,5875.0,634.0,456.0
Jackson County,KS,1482.0,11.3,51662.0,22.34304014,0.0,1.0,0.0,1.0,29.0,28.0,7.0,0.0,13427.0,574.0,573.0
Jefferson County,KS,1693.0,9.1,59080.0,0.0,0.0,0.0,0.0,0.0,15.0,31.0,2.0,0.0,7560.0,1346.0,1359.0
Jewell County,KS,397.0,13.5,43201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3046.0,0.0,0.0
Johnson County,KS,31474.0,5.5,83007.0,58.32037325,0.0,0.0,0.0,3.0,1.0,20.0,2.0,0.0,5144.0,1216.0,1338.0
Kearny County,KS,444.0,11.5,59134.0,305.8883508,0.0,2.0,0.0,10.0,17.0,44.0,2.0,0.0,3923.0,616.0,672.0
Kingman County,KS,863.0,11.5,52907.0,216.7261601,0.0,2.0,1.0,14.0,45.0,70.0,7.0,1.0,7844.0,574.0,656.0
Kiowa County,KS,305.0,12.6,46381.0,39.63535474,0.0,0.0,0.0,1.0,15.0,15.0,4.0,0.0,2523.0,447.0,424.0
Lane County,KS,160.0,9.6,57388.0,232.5581395,1.0,0.0,0.0,3.0,3.0,7.0,4.0,1.0,1720.0,993.0,893.0
Leavenworth County,KS,7817.0,10.7,61465.0,443.8191469,0.0,24.0,34.0,289.0,464.0,1142.0,115.0,34.0,78185.0,1095.0,965.0
Lincoln County,KS,381.0,12.5,42277.0,0.0,0.0,0.0,0.0,0.0,12.0,26.0,3.0,0.0,3147.0,0.0,0.0
Linn County,KS,1318.0,14.0,46065.0,117.8798468,0.0,25.0,42.0,73.0,708.0,2822.0,211.0,18.0,118765.0,555.0,364.0
Logan County,KS,260.0,9.4,48399.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,1.0,0.0,1946.0,523.0,549.0
Lyon County,KS,5587.0,17.5,39562.0,35.49875754,0.0,1.0,0.0,2.0,18.0,67.0,3.0,0.0,8451.0,772.0,836.0
McPherson County,KS,2120.0,7.6,61356.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2457.0,0.0,0.0
Marion County,KS,1234.0,10.9,51196.0,40.91987888,0.0,0.0,0.0,5.0,35.0,56.0,8.0,0.0,12219.0,620.0,568.0
Marshall County,KS,1047.0,10.7,49270.0,31.83023873,0.0,2.0,0.0,1.0,3.0,7.0,1.0,0.0,9425.0,778.0,832.0
Meade County,KS,400.0,9.5,56325.0,65.04621705,0.0,3.0,4.0,12.0,111.0,98.0,16.0,1.0,29210.0,689.0,680.0
Miami County,KS,2819.0,8.8,62375.0,64.7724746,1.0,17.0,35.0,13.0,561.0,2340.0,78.0,20.0,103439.0,813.0,814.0
Mitchell County,KS,634.0,10.5,48310.0,13.0480167,0.0,0.0,2.0,0.0,8.0,57.0,6.0,0.0,15328.0,914.0,801.0
Montgomery County,KS,6364.0,19.9,43289.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,1.0,9226.0,902.0,923.0
Morris County,KS,603.0,10.8,49720.0,70.28476342,2.0,31.0,106.0,212.0,1144.0,3850.0,205.0,5.0,499397.0,705.0,724.0
Morton County,KS,299.0,10.3,53443.0,206.96792,2.0,13.0,5.0,40.0,66.0,489.0,50.0,5.0,28990.0,694.0,635.0
Nemaha County,KS,873.0,8.8,54486.0,111.7786782,0.0,6.0,0.0,2.0,10.0,23.0,4.0,0.0,7157.0,564.0,562.0
Neosho County,KS,2995.0,18.9,40744.0,237.3706634,0.0,8.0,5.0,26.0,270.0,325.0,16.0,6.0,16430.0,593.0,644.0
Ness County,KS,275.0,9.4,53456.0,195.2489424,0.0,1.0,0.0,5.0,5.0,18.0,5.0,0.0,3073.0,509.0,401.0
Norton County,KS,602.0,12.7,45096.0,88.93632159,0.0,2.0,0.0,3.0,16.0,53.0,3.0,0.0,5622.0,800.0,849.0
Osage County,KS,1975.0,12.7,48364.0,65.75102279,0.0,1.0,0.0,8.0,59.0,61.0,20.0,0.0,13688.0,490.0,487.0
Osborne County,KS,466.0,13.1,43518.0,130.9586171,0.0,1.0,0.0,4.0,23.0,64.0,5.0,0.0,3818.0,951.0,879.0
Ottawa County,KS,587.0,10.0,50302.0,31.58943455,0.0,1.0,5.0,7.0,152.0,502.0,14.0,1.0,41153.0,619.0,605.0
Pawnee County,KS,840.0,14.5,47359.0,0.0,0.0,0.0,0.0,0.0,3.0,19.0,2.0,0.0,2709.0,482.0,453.0
Phillips County,KS,593.0,11.1,46984.0,22.95684114,0.0,0.0,0.0,1.0,5.0,9.0,1.0,0.0,4356.0,324.0,251.0
Pottawatomie County,KS,1862.0,8.1,60601.0,242.3868494,0.0,5.0,1.0,49.0,88.0,241.0,19.0,15.0,22691.0,672.0,638.0
Pratt County,KS,1004.0,10.8,52634.0,364.4462442,0.0,3.0,1.0,32.0,64.0,205.0,19.0,2.0,9878.0,754.0,451.0
Rawlins County,KS,287.0,11.7,47448.0,154.4998069,0.0,1.0,1.0,2.0,8.0,22.0,4.0,0.0,2589.0,517.0,559.0
Reno County,KS,7935.0,13.1,47178.0,464.2467674,2.0,28.0,26.0,242.0,637.0,2141.0,159.0,41.0,64190.0,642.0,671.0
Republic County,KS,519.0,11.2,44593.0,103.7344398,0.0,0.0,0.0,5.0,11.0,36.0,6.0,0.0,4820.0,569.0,618.0
Rice County,KS,1283.0,13.8,52400.0,109.879133,0.0,1.0,1.0,9.0,45.0,55.0,4.0,3.0,10011.0,1147.0,1143.0
Riley County,KS,15560.0,23.4,46690.0,240.0721543,1.0,28.0,24.0,128.0,249.0,1212.0,44.0,15.0,75394.0,667.0,686.0
Rooks County,KS,596.0,11.7,45309.0,77.07129094,1.0,1.0,0.0,2.0,10.0,21.0,6.0,0.0,5190.0,497.0,479.0
Rush County,KS,351.0,11.5,43895.0,82.33356857,0.0,5.0,2.0,7.0,125.0,355.0,11.0,0.0,17004.0,883.0,888.0
Russell County,KS,917.0,13.2,42625.0,56.33168094,0.0,2.0,3.0,5.0,49.0,96.0,12.0,1.0,17752.0,560.0,512.0
Saline County,KS,7743.0,14.3,47052.0,104.0510544,0.0,3.0,2.0,10.0,89.0,182.0,13.0,3.0,14416.0,663.0,667.0
Scott County,KS,371.0,7.7,56267.0,0.0,0.0,0.0,0.0,0.0,9.0,25.0,0.0,1.0,5222.0,609.0,558.0
Sedgwick County,KS,76898.0,15.2,50995.0,211.8644068,0.0,0.0,0.0,5.0,6.0,13.0,1.0,0.0,2360.0,911.0,760.0
